"","age","bid","biden","bipoc","ccHumanCaused","ccNatureCaused","collegeGrad","county","drought","drought3","drought4","DurationSec","educ","EEExposure","EEExposureAll","EEFrequency","EEFrequencyAll","EEIntensity","EEIntensityAll","extremeExperienceYN","fires","heatwaves","hurricanes","hurricanesTropStorms","income","male","nonvoter","noReportDrought","noReportFire","noReportHeatwave","noReportHurricaneTropStorm","noReportTornado","PersonalExpImpact_evacuate","PersonalExpImpact_incomelost","PersonalExpImpact_livingquarterdamage","PersonalExpImpact_livingquarterlost","PersonalExpImpact_nearmiss","PersonalExpImpact_other","PersonalExpImpact_sheltering","PersonalExpImpact_smoke","PersonalExpImpact_total","PersonalExpImpactOE","PersonalExpType_drought","PersonalExpType_flood","PersonalExpType_heat","PersonalExpType_hurricane","PersonalExpType_other","PersonalExpType_tornado","PersonalExpType_total","PersonalExpType_wildfire","PersonalExpTypeOE","Registered_Drought","Registered_EventTypeSum","Registered_Extreme","Registered_Extreme_incldHeatwaves","Registered_Heatwave","Registered_Hurricane","Registered_NoReport_Extreme","Registered_Tornado","Registered_Wildfire","Reported_Drought","Reported_Extreme","Reported_Extreme_exldHeatFlood","Reported_Flood","Reported_Heatwave","Reported_Hurricane","Reported_Other","Reported_Tornado","Reported_Wildfire","ReportedFlood_NoVerified_Extreme","ReportedHeatwave_NoVerified_Extreme","ReportedIntensity_Extreme","state","thirdparty","tornado0","tornado1","tornado2","tornado3","tornado4","tornadoTotal","tropStorms","trump","Verified_Drought","Verified_Extreme","Verified_Extreme_Any","Verified_Heatwave","Verified_Hurricane","Verified_Tornado","Verified_Wildfire","wtp","wtpValue"
"1",3.95,185,1,1,1,0,0,"Orange County",-0.686242728915399,3,0,147,2,11,11,4,4,7,7,1,0,11,0,0,17.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,1,0,0,1,0,0,3,1,NA,1,2,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1.63288492724492,"FL",0,0,0,0,0,0,-0.809391123281774,0,0,1,1,1,0,0,0,0,1,185
"2",4.95,25,0,0,1,0,0,"Miami-Dade County",-0.952073089971179,0,0,298,2,10,10,0,0,10,10,1,0,13,1,1,17.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,1,0,NA,0,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2.67541605506949,"FL",0,0,0,0,0,0,-0.809391123281774,0,1,0,0,1,0,0,0,0,1,25
"3",2.1,85,1,1,0,0,1,"San Mateo County",-0.952073089971179,0,0,335,3,NA,0,NA,0,NA,0,0,0,3,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,0,85
"4",2.1,165,1,1,1,0,1,"Gwinnett County",0.731519196715431,19,0,373,4,NA,0,NA,0,NA,0,0,0,11,0,0,37.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"GA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,165
"5",2.95,105,0,1,1,0,1,"Pierce County",-0.952073089971179,0,0,594,3,NA,0,NA,0,NA,0,0,0,5,0,0,17.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"WA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,105
"6",2.95,125,1,0,1,0,1,"Jefferson County",0.554298956011577,17,0,357,3,NA,0,NA,0,NA,0,0,0,0,0,0,37.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CO",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,0,125
"7",5.95,5,0,1,0,1,0,"Kings County",-0.952073089971179,0,0,623,2,NA,0,NA,0,NA,0,0,0,0,0,0,17.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,5
"8",3.95,45,1,1,1,0,1,"Jefferson County",0.554298956011577,17,0,876,4,NA,0,NA,0,NA,0,0,0,10,0,0,62.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CO",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,45
"9",2.95,45,0,1,0,1,0,"DeKalb County",0.292447247856696,12,2,595,2,NA,0,NA,0,NA,0,0,0,12,0,0,37.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"GA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,45
"10",2.1,165,0,1,1,0,0,"Monterey County",4.02691783125864,2,53,645,2,NA,0,NA,0,NA,0,0,4,6,0,0,62.5,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CA",0,1,0,0,0,0,2.07068133037738,0,0,0,0,0,0,0,0,0,1,165
"11",3.95,105,1,1,1,0,0,"Multnomah County",-0.952073089971179,0,0,874,2,7,7,2,2,5,5,1,0,7,0,0,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,1,1,NA,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.937864175361868,"OR",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,105
"12",4.95,145,1,1,1,0,1,"Rankin County",-0.509022488211545,5,0,1125,3,9,9,3,3,6,6,1,0,7,0,3,62.5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,NA,0,0,0,1,0,0,1,0,NA,1,4,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1.28537455130339,"MS",0,2,3,0,0,0,10.3314887555107,3,0,0,1,1,0,1,0,0,1,145
"13",2.1,205,0,1,1,0,1,"Miami-Dade County",-0.952073089971179,0,0,825,3,NA,0,NA,0,NA,0,0,0,0,1,1,62.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"FL",0,1,0,0,0,0,2.07068133037738,0,0,0,0,0,0,0,0,0,1,205
"14",2.95,145,1,1,0,1,0,"Riverside County",3.9214835293848,55,0,802,2,8,8,2,2,6,6,1,2,8,0,0,37.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,0,1,4,0,NA,1,3,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1.28537455130339,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,1,1,0,0,0,1,145
"15",2.95,85,0,1,1,0,1,"Bronx County",-0.952073089971179,0,0,374,3,NA,0,NA,0,NA,0,0,0,0,0,0,37.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"NY",1,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,85
"16",2.1,65,0,1,0,1,1,"Queens County",-0.952073089971179,0,0,488,3,NA,0,NA,0,NA,0,0,0,7,0,0,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,0,65
"17",7,65,0,1,0,1,1,"Cobb County",1.6176204002347,29,0,1222,3,NA,0,NA,0,NA,0,0,0,12,0,0,17.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"GA",1,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,65
"18",2.95,245,1,1,1,0,1,"Pierce County",-0.952073089971179,0,0,838,4,9,9,1,1,8,8,1,0,6,0,0,62.5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,NA,0,1,0,0,0,0,1,0,NA,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1.98039530318644,"WA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,0,245
"19",2.95,45,0,0,1,0,0,"Bronx County",-0.952073089971179,0,0,592,2,2,2,1,1,1,1,1,0,0,0,0,62.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,1,0,1,5,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,-0.452177328404229,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,45
"20",3.95,45,1,1,1,0,1,"Miami-Dade County",-0.952073089971179,0,0,275,3,9,9,2,2,7,7,1,0,12,0,0,37.5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,NA,0,1,0,1,0,1,3,0,NA,0,2,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1.63288492724492,"FL",0,0,1,0,0,0,0.984187200542961,0,0,0,1,1,0,0,1,0,1,45
"21",2.1,85,0,1,0,1,0,"Albany County",-0.952073089971179,0,0,442,2,NA,0,NA,0,NA,0,0,0,0,1,1,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,85
"22",2.95,105,0,1,0,1,0,"Queens County",-0.952073089971179,0,0,766,2,8,8,2,2,6,6,1,0,4,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,0,NA,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1.28537455130339,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,105
"23",3.95,225,1,1,0,0,1,"San Mateo County",-0.952073089971179,0,0,338,3,11,11,4,4,7,7,1,0,3,0,0,125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,2,1,NA,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.63288492724492,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,225
"24",4.95,185,1,1,0,1,1,"Mobile County",-0.863462969619253,1,0,1266,3,12,12,5,5,7,7,1,0,8,0,0,17.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,NA,1,0,0,1,0,1,3,0,NA,1,2,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1.63288492724492,"AL",0,0,0,0,0,0,-0.809391123281774,0,0,1,1,1,0,0,0,0,0,185
"25",2.1,85,0,1,1,0,0,"Douglas County",1.6375136647392,19,10,376,2,NA,0,NA,0,NA,0,0,0,12,0,0,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"GA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,0,85
"26",2.95,265,1,1,1,0,1,"Los Angeles County",4.02293917835774,4,51,332,3,3,3,2,2,1,1,1,0,10,0,0,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,1,0,NA,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.452177328404229,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,1,1,1,0,0,0,0,0,265
"27",3.95,105,1,1,1,0,1,"Kings County",-0.952073089971179,0,0,200,3,2,2,1,1,1,1,1,0,0,0,0,17.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.452177328404229,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,105
"28",2.1,25,0,1,0,1,1,"Los Angeles County",4.02691783125864,2,53,503,3,11,11,5,5,6,6,1,0,0,0,0,17.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,NA,0,0,0,0,0,1,2,1,NA,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.28537455130339,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,1,0,0,0,0,1,25
"29",2.1,245,1,1,0,0,0,"Contra Costa County",-0.597632608563472,4,0,1376,2,10,10,4,4,6,6,1,0,5,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,NA,1,0,1,0,0,0,3,1,NA,1,2,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1.28537455130339,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,1,1,1,1,0,0,0,1,245
"30",2.95,45,0,1,0,1,1,"Sacramento County",0.757380440571279,6,13,414,3,8,8,3,3,5,5,1,0,7,0,0,17.5,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,NA,0,0,1,1,0,0,3,1,NA,1,2,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0.937864175361868,"CA",1,0,0,0,0,0,-0.809391123281774,0,0,0,0,1,1,0,0,0,1,45
"31",2.1,125,0,1,1,0,1,"Los Angeles County",4.02691783125864,2,53,432,3,NA,0,NA,0,NA,0,0,0,9,0,0,37.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,125
"32",2.95,165,1,1,0,1,0,"Bibb County",-0.0540359277492119,4,6,1388,2,NA,0,NA,0,NA,0,0,0,8,0,1,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"GA",0,0,0,0,0,0,-0.809391123281774,1,0,0,0,0,0,0,0,0,0,165
"33",2.95,245,1,1,0,1,1,"East Baton Rouge Parish",-0.952073089971179,0,0,467,4,5,5,2,2,3,3,1,0,9,0,0,17.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,0,1,0,1,0,0,2,0,NA,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0.242843423478819,"LA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,0,245
"34",2.1,165,1,1,0,1,1,"Dougherty County",-0.686242728915399,3,0,346,3,NA,0,NA,0,NA,0,0,17,8,2,3,62.5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"GA",0,0,1,0,1,0,9.44354420462177,1,0,0,0,0,0,0,0,0,0,165
"35",4.95,185,0,1,1,0,1,"El Paso County",0.0226382339000158,11,0,835,3,NA,0,NA,0,NA,0,0,0,0,0,0,62.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CO",1,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,185
"36",2.1,105,1,1,1,0,1,"New York County",-0.952073089971179,0,0,838,3,3,3,2,2,1,1,1,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,0,1,1,0,0,1,3,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,-0.452177328404229,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,105
"37",2.1,85,1,1,1,0,0,"Orange County",4.02293917835774,4,51,574,2,NA,0,NA,0,NA,0,0,0,8,0,0,37.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,85
"38",2.1,225,1,1,0,1,1,"San Bernardino County",4.02293917835774,4,51,719,3,8,8,3,3,5,5,1,0,14,0,0,87.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,1,0,0,1,3,1,NA,1,2,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0.937864175361868,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,1,1,0,0,0,0,225
"39",2.95,85,1,1,1,0,1,"Polk County",-0.686242728915399,3,0,947,3,7,7,2,2,5,5,1,11,14,1,2,17.5,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,NA,0,1,0,0,0,1,2,0,NA,1,5,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0.937864175361868,"FL",0,1,0,0,0,0,2.07068133037738,1,0,0,1,1,0,0,1,0,0,85
"40",2.1,185,0,1,1,0,1,"Marion County",-0.952073089971179,0,0,720,3,10,10,5,5,5,5,1,1,9,0,0,37.5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,NA,0,1,1,1,0,0,3,0,NA,0,2,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0.937864175361868,"FL",0,0,0,0,0,0,-0.809391123281774,0,1,0,0,1,1,0,0,0,1,185
"41",2.95,245,1,0,1,0,0,"Bronx County",-0.952073089971179,0,0,363,2,9,9,4,4,5,5,1,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,NA,0,0,1,1,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0.937864175361868,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,245
"42",2.95,205,1,1,0,0,1,"Jefferson County",1.01724282227571,12,10,699,3,10,10,2,2,8,8,1,0,8,2,2,87.5,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,NA,0,0,0,1,0,1,2,0,NA,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1.98039530318644,"AL",0,0,0,0,0,0,-0.809391123281774,0,0,0,1,1,0,1,0,0,0,205
"43",2.1,205,1,1,0,1,1,"Treutlen County",-0.952073089971179,0,0,561,4,10,10,3,3,7,7,1,1,7,0,1,37.5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,NA,0,0,0,1,0,1,2,0,NA,0,4,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1.63288492724492,"GA",0,0,0,1,0,0,3.7801880012393,1,0,0,1,1,0,1,1,0,1,205
"44",4.95,105,1,1,1,0,0,"Los Angeles County",4.02691783125864,2,53,1144,2,NA,0,NA,0,NA,0,0,0,0,0,0,37.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,105
"45",2.1,145,0,1,1,0,0,"Los Angeles County",4.02691783125864,2,53,219,2,NA,0,NA,0,NA,0,0,0,0,0,0,62.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,145
"46",2.95,185,0,1,1,0,1,"Jefferson County",1.37168330368342,16,10,750,3,NA,NA,NA,NA,5,5,1,0,6,1,2,62.5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,NA,1,1,0,0,0,1,3,0,NA,1,4,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0.937864175361868,"AL",1,0,0,1,0,0,3.7801880012393,1,0,1,1,1,0,0,1,0,1,185
"47",2.1,205,0,1,1,0,1,"Polk County",-0.686242728915399,3,0,471,4,10,10,4,4,6,6,1,0,10,0,0,37.5,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,3,NA,0,1,0,1,0,1,3,0,NA,1,2,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1.28537455130339,"FL",0,0,0,0,0,0,-0.809391123281774,0,1,0,0,1,0,0,0,0,1,205
"48",2.95,65,0,1,0,0,1,"Westchester County",-0.952073089971179,0,0,669,3,2,2,1,1,1,1,1,0,0,0,0,37.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.452177328404229,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,65
"49",2.95,65,1,1,1,0,0,"Gwinnett County",0.554298956011577,17,0,604,2,5,5,0,0,5,5,1,0,10,0,0,125,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,3,NA,0,1,0,0,0,1,2,0,NA,1,2,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0.937864175361868,"GA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,1,0,0,0,0,1,65
"50",3.95,85,1,1,0,1,0,"Monroe County",-0.952073089971179,0,0,1581,2,6,6,2,2,4,4,1,0,10,0,0,17.5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,NA,0,1,0,1,0,0,2,0,NA,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0.590353799420343,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,0,85
"51",2.1,125,0,1,0,1,1,"Bronx County",-0.952073089971179,0,0,762,3,8,8,2,2,6,6,1,0,0,0,0,17.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1.28537455130339,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,125
"52",2.1,165,0,1,0,1,1,"Cobb County",1.35179003917892,26,0,318,4,NA,0,NA,0,NA,0,0,0,11,0,0,10,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"GA",0,0,1,0,0,0,0.984187200542961,0,0,0,0,0,0,0,0,0,1,165
"53",2.95,125,0,0,1,0,1,"Tattnall County",-0.952073089971179,0,0,444,3,8,8,3,3,5,5,1,1,8,1,1,62.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,1,0,NA,0,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.937864175361868,"GA",0,0,0,0,0,0,-0.809391123281774,0,0,0,1,1,0,1,0,0,1,125
"54",2.95,245,1,1,1,0,1,"Contra Costa County",-0.597632608563472,4,0,889,3,10,10,5,5,5,5,1,0,3,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,NA,1,0,1,0,0,0,3,1,NA,1,2,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.937864175361868,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,1,1,1,1,0,0,0,1,245
"55",3.95,265,1,1,0,0,1,"New York County",-0.952073089971179,0,0,456,3,NA,0,NA,0,NA,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,265
"56",2.1,225,1,1,1,0,0,"Bronx County",-0.952073089971179,0,0,504,2,NA,0,NA,0,NA,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,225
"57",2.95,105,0,1,1,0,1,"Caddo Parish",-0.331802247507691,7,0,807,3,10,10,2,2,8,8,1,0,0,1,2,62.5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,NA,0,1,0,0,0,1,2,0,NA,1,3,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1.98039530318644,"LA",0,0,1,0,0,0,0.984187200542961,1,0,0,1,1,0,0,1,0,1,105
"58",2.95,45,0,1,1,0,1,"Kings County",-0.952073089971179,0,0,491,4,10,10,2,2,8,8,1,0,7,0,0,62.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,0,1,1,0,0,0,2,0,NA,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1.98039530318644,"NY",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,1,0,0,0,1,45
"59",2.1,85,1,1,1,0,1,"Alameda County",-0.065971886451911,10,0,1152,3,NA,0,NA,0,NA,0,0,0,6,0,0,125,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"CA",0,0,0,0,0,0,-0.809391123281774,0,0,0,0,0,0,0,0,0,1,85
"60",5.95,165,0,0,0,1,1,"Barrow County",0.377078715307723,15,0,982,3,NA,0,NA,0,NA,0,0,0,10,0,0,37.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.799687704345754,"GA",0,0,0,0,0,0,-0.809391123281774,0,1,0,0,0,0,0,0,0,0,165
